"Var1","Freq"
"2.45305323359141e-05",6
"2.45355520148695e-05",2
"2.46290859653617e-05",9
"2.46999776053536e-05",7
"2.47002567703965e-05",16
"2.47363446847566e-05",3
"2.47870423890068e-05",5
"2.48122539451484e-05",20
"2.48277460176755e-05",5
"2.4898111395257e-05",5
"2.49098471116617e-05",17
"2.4913425845188e-05",24
"2.50131318942445e-05",29
"2.50362775661934e-05",15
"2.5039570731451e-05",4
"2.5261626242451e-05",3
"2.5314426269624e-05",9
"2.53250112301894e-05",4
"2.54333201927846e-05",43
"2.54500554975404e-05",11
"2.5451402759596e-05",24
"2.54844732493508e-05",5
"2.55014832214025e-05",3
"2.55370031175173e-05",4
"2.55893220876793e-05",32
"2.56054654519987e-05",12
"2.56986529233386e-05",28
"2.57401753487171e-05",16
"2.57472921664783e-05",28
"2.58229957145055e-05",22
"2.58418101502411e-05",3
"2.58605402636297e-05",3
"2.59751754286385e-05",7
"2.60046941239351e-05",3
"2.60377286688412e-05",17
"2.61553394672448e-05",3
"2.61907124976566e-05",16
"2.62710250297191e-05",9
"2.62975050588095e-05",20
"2.63466427790439e-05",60
"2.63691940308583e-05",10
"2.63843651865599e-05",10
"2.64422994906019e-05",2
"2.6538454220165e-05",6
"2.65579854882741e-05",12
"2.65705035857725e-05",9
"2.66668383152811e-05",8
"2.66815097958085e-05",4
"2.68257613151061e-05",29
"2.6846282425717e-05",7
"2.68667735107631e-05",6
"2.68799417739107e-05",4
"2.68965779114755e-05",3
"2.69372189630325e-05",31
"2.69457346586144e-05",18
"2.69856677043002e-05",5
"2.69895446656203e-05",2
"2.70391797714889e-05",13
"2.70919945618978e-05",11
"2.71112768526131e-05",2
"2.72952768935245e-05",21
"2.74008318228279e-05",14
"2.74239617920926e-05",12
"2.75024793279872e-05",1
"2.75071041306688e-05",9
"2.75399053228128e-05",6
"2.75691710501649e-05",15
"2.75863844640839e-05",28
"2.76645682169522e-05",10
"2.76815842724311e-05",13
"2.78159959413556e-05",9
"2.78992624974265e-05",7
"2.79129640940765e-05",8
"2.79513456727098e-05",5
"2.79933079527341e-05",7
"2.80348940981875e-05",41
"2.80406308741366e-05",12
"2.80684736027233e-05",17
"2.81482542964472e-05",5
"2.81670493808614e-05",10
"2.82178595812912e-05",3
"2.82311600598833e-05",9
"2.8258400326419e-05",4
"2.82592446586495e-05",34
"2.83234488601659e-05",3
"2.83736238792419e-05",6
"2.84787295533269e-05",15
"2.85059306128867e-05",5
"2.85413564254605e-05",4
"2.86298430747778e-05",2
"2.8646324178411e-05",7
"2.87339336262553e-05",5
"2.87711509456303e-05",15
"2.88613060318206e-05",36
"2.89476296026731e-05",22
"2.90012316993698e-05",28
"2.90061134339441e-05",3
"2.90420819767844e-05",10
"2.90614882969387e-05",7
"2.90656634860526e-05",22
"2.91444183923446e-05",5
"2.91912125468322e-05",10
"2.9203014685612e-05",6
"2.93244423099693e-05",1
"2.94254767616895e-05",27
"2.94766524154664e-05",5
"2.95083374466167e-05",29
"2.95334973145613e-05",12
"2.95428075281082e-05",3
"2.9554903158434e-05",7
"2.96368588789272e-05",6
"2.96399731264244e-05",52
"2.9672206891582e-05",9
"2.97525820188867e-05",4
"2.97577030928634e-05",6
"2.98233495662146e-05",5
"2.98542091022925e-05",10
"2.98777336743084e-05",15
"2.98918165339941e-05",8
"2.99653879245233e-05",2
"3.00435330794321e-05",14
"3.00608811951784e-05",1
"3.03069806525217e-05",7
"3.03139514909412e-05",17
"3.03260881551814e-05",21
"3.03450229104923e-05",5
"3.03711352730365e-05",32
"3.03758726906127e-05",7
"3.04497426996742e-05",14
"3.0544258630756e-05",5
"3.05882650757956e-05",18
"3.07071865052151e-05",18
"3.07221447710494e-05",5
"3.07853931006086e-05",23
"3.07863574567021e-05",1
"3.0849625512372e-05",4
"3.08753209629956e-05",4
"3.09843164029864e-05",13
"3.10153174314355e-05",6
"3.10449841820798e-05",19
"3.10851691245145e-05",39
"3.11156489564128e-05",2
"3.11373088895771e-05",2
"3.1141782306485e-05",1
"3.11968422227914e-05",7
"3.12645690592951e-05",24
"3.12866383001146e-05",9
"3.14366904350501e-05",11
"3.15376077673255e-05",1
"3.1539255860461e-05",5
"3.15457097334037e-05",5
"3.15524730081048e-05",9
"3.15601639081377e-05",8
"3.16073269888808e-05",4
"3.16430328370299e-05",13
"3.17045467076896e-05",17
"3.17474366350026e-05",8
"3.18338219132957e-05",12
"3.19676371266325e-05",5
"3.19980599071046e-05",9
"3.20178117549701e-05",7
"3.20464352847276e-05",17
"3.20908991316645e-05",18
"3.21704167176471e-05",4
"3.21841152080979e-05",9
"3.21909135781273e-05",31
"3.23828012451602e-05",5
"3.23937759839437e-05",8
"3.24131413110604e-05",23
"3.24282965210595e-05",3
"3.24981313574469e-05",2
"3.25258615201065e-05",5
"3.25471608360514e-05",4
"3.2559429379159e-05",10
"3.26441904960036e-05",3
"3.26978005982643e-05",14
"3.27073764478855e-05",25
"3.27094801693966e-05",22
"3.28387812871489e-05",2
"3.29333034738049e-05",70
"3.30478863873753e-05",17
"3.30830052601978e-05",16
"3.31036613569007e-05",31
"3.31207988512135e-05",9
"3.31974818603426e-05",7
"3.32131294822156e-05",4
"3.32179011269173e-05",11
"3.32251844788814e-05",4
"3.32492660532382e-05",1
"3.3266118713983e-05",4
"3.35322016438827e-05",8
"3.35486119386992e-05",5
"3.36282936007433e-05",4
"3.36597508193276e-05",5
"3.36715237037906e-05",8
"3.3682168323268e-05",14
"3.37507732246817e-05",3
"3.37525683594986e-05",10
"3.3772234536452e-05",1
"3.38754970353099e-05",11
"3.39099407337281e-05",5
"3.39110935903794e-05",42
"3.40232075057035e-05",10
"3.4043457719271e-05",7
"3.4049337490023e-05",11
"3.4070235585417e-05",5
"3.41190961169057e-05",20
"3.42435377953224e-05",4
"3.42799522401158e-05",2
"3.43040645890207e-05",8
"3.44586218377987e-05",5
"3.44614638127061e-05",13
"3.44807203515063e-05",6
"3.45500630413469e-05",4
"3.45799686474951e-05",9
"3.46019803405389e-05",16
"3.46335672381847e-05",25
"3.48049072673769e-05",9
"3.48073361207329e-05",14
"3.48573559533598e-05",4
"3.4873489709638e-05",25
"3.48737859563264e-05",4
"3.48912051175957e-05",4
"3.49427536545063e-05",21
"3.49720735198283e-05",4
"3.50436176227344e-05",39
"3.50507885926708e-05",9
"3.51506930889602e-05",3
"3.52889500748541e-05",3
"3.52940199473496e-05",7
"3.5301689883685e-05",3
"3.53240558233119e-05",9
"3.53347200013501e-05",4
"3.53662767394314e-05",3
"3.54106473176988e-05",14
"3.55515141439947e-05",4
"3.55956107725787e-05",6
"3.57041141933818e-05",9
"3.57121746497744e-05",1
"3.5825050922751e-05",23
"3.58399223652143e-05",17
"3.58621038819673e-05",12
"3.58622998033091e-05",5
"3.59276462114858e-05",10
"3.59639386820378e-05",6
"3.59860595541604e-05",9
"3.60522396953185e-05",12
"3.61192783119095e-05",2
"3.61226594158638e-05",6
"3.62117382101589e-05",8
"3.62147777753933e-05",8
"3.62266338211853e-05",41
"3.63894877625844e-05",4
"3.64890156835403e-05",2
"3.65172300463769e-05",13
"3.65291516414684e-05",2
"3.65331441819531e-05",5
"3.65344424304372e-05",5
"3.65529652466424e-05",6
"3.65576543069727e-05",23
"3.66780283256736e-05",5
"3.66780991609712e-05",6
"3.67370180562444e-05",42
"3.67818459521119e-05",26
"3.69168716432016e-05",14
"3.69436289480425e-05",6
"3.69496065489649e-05",2
"3.70503851555948e-05",5
"3.70536907979663e-05",9
"3.70705214107159e-05",2
"3.72183809177226e-05",13
"3.73541137141318e-05",1
"3.73647706674926e-05",2
"3.7370138767782e-05",6
"3.73798587975834e-05",26
"3.74442555238188e-05",4
"3.75196978413667e-05",8
"3.75310057285962e-05",25
"3.75544163492901e-05",3
"3.75560658411486e-05",13
"3.76117546276492e-05",3
"3.7623812775055e-05",9
"3.77013921009147e-05",4
"3.77645984802212e-05",2
"3.77799347860203e-05",2
"3.78732989948756e-05",11
"3.79076101939767e-05",3
"3.79716394044359e-05",16
"3.8055141900614e-05",14
"3.80621783745927e-05",2
"3.81499802891768e-05",7
"3.81731240997037e-05",15
"3.81750832463106e-05",1
"3.8177104139394e-05",6
"3.8195098904548e-05",6
"3.83839831315189e-05",7
"3.84817413757607e-05",11
"3.84990232850531e-05",3
"3.85479793850079e-05",7
"3.85558674519379e-05",8
"3.85855680123999e-05",1
"3.85968394702308e-05",8
"3.86102630230757e-05",4
"3.86209382497175e-05",22
"3.87303955037331e-05",17
"3.87344935717582e-05",3
"3.87542179814035e-05",13
"3.88973539069039e-05",11
"3.89960527784893e-05",2
"3.90254271416033e-05",7
"3.90264071656703e-05",12
"3.90565930032617e-05",9
"3.92369605344415e-05",14
"3.92836868680721e-05",3
"3.92860687464849e-05",3
"3.92958630438126e-05",10
"3.94065375445786e-05",6
"3.9440591260131e-05",1
"3.94437849101548e-05",12
"3.94462575882143e-05",12
"3.95199641685658e-05",44
"3.95404843985203e-05",7
"3.95537910462874e-05",8
"3.95573185545856e-05",4
"3.95629425221093e-05",27
"3.97160999724324e-05",30
"3.9817022310668e-05",3
"3.98369782324111e-05",18
"3.98557553786587e-05",6
"3.98572325158671e-05",6
"3.99752980227391e-05",16
"4.00580441059095e-05",12
"4.00811749269046e-05",6
"4.00899379373642e-05",6
"4.01382971950251e-05",14
"4.02275070767574e-05",4
"4.02386419726592e-05",22
"4.02709194971864e-05",4
"4.03902695967502e-05",4
"4.04058284445488e-05",25
"4.04186019879216e-05",12
"4.04600305473231e-05",15
"4.05587696572333e-05",4
"4.06085588075218e-05",2
"4.06379918428467e-05",2
"4.06645272989932e-05",2
"4.06860836157141e-05",4
"4.08303368018358e-05",9
"4.08842205598568e-05",6
"4.09429153402868e-05",26
"4.09435609610892e-05",15
"4.09759047550418e-05",6
"4.0979971459976e-05",3
"4.10484766089361e-05",6
"4.10594952085572e-05",12
"4.11012477342418e-05",6
"4.11359426881389e-05",7
"4.11666293422561e-05",7
"4.13537565752473e-05",8
"4.13678719789428e-05",6
"4.13795766961259e-05",3
"4.14589613750254e-05",3
"4.14968523254283e-05",3
"4.15164118527695e-05",8
"4.15223764086466e-05",10
"4.15413409320305e-05",11
"4.15602207598811e-05",7
"4.15799300384145e-05",7
"4.16633265687561e-05",4
"4.17958927432094e-05",8
"4.18694461411148e-05",3
"4.19315759712972e-05",4
"4.20429858515014e-05",3
"4.20501436897673e-05",14
"4.20523411472813e-05",28
"4.20609463112049e-05",9
"4.2102710404085e-05",5
"4.21907104493733e-05",7
"4.22144160154574e-05",2
"4.22799309072042e-05",3
"4.22991228449287e-05",16
"4.23299155133368e-05",17
"4.23467400898249e-05",11
"4.23888669879743e-05",33
"4.25616718625288e-05",3
"4.26034350541064e-05",4
"4.26488701461321e-05",26
"4.26640798761394e-05",9
"4.26904156732935e-05",2
"4.27180943299904e-05",1
"4.27322151277555e-05",10
"4.28132945159463e-05",44
"4.29064556222682e-05",8
"4.29212181041698e-05",15
"4.30623974138527e-05",12
"4.31009004393829e-05",5
"4.31567264184454e-05",10
"4.31770683268803e-05",5
"4.32186689937315e-05",8
"4.32204617347058e-05",4
"4.32254493481939e-05",8
"4.32454782106076e-05",10
"4.32919590477308e-05",7
"4.34214444040097e-05",3
"4.35018475490547e-05",4
"4.35113852054723e-05",2
"4.35631229651765e-05",4
"4.3592232445408e-05",5
"4.35984952290789e-05",1
"4.37100177827844e-05",1
"4.37728620912248e-05",6
"4.37868188202484e-05",13
"4.38018292209068e-05",13
"4.39218699715616e-05",1
"4.40073965639357e-05",2
"4.40638485165004e-05",10
"4.41106736802638e-05",14
"4.41382151425343e-05",11
"4.42540025821248e-05",19
"4.42625061699251e-05",3
"4.42633091471235e-05",9
"4.42905348358897e-05",6
"4.43002459718419e-05",8
"4.4332354737651e-05",2
"4.43481882923028e-05",3
"4.43548249519774e-05",10
"4.43885823221303e-05",27
"4.44225606824634e-05",3
"4.44599596896365e-05",4
"4.45645740678243e-05",3
"4.47428395037403e-05",1
"4.47999029565179e-05",2
"4.48166005114625e-05",3
"4.48377248009911e-05",6
"4.49095577643573e-05",9
"4.49825744427005e-05",6
"4.50577612913371e-05",6
"4.50652996191481e-05",12
"4.51533242698297e-05",2
"4.52078023549e-05",7
"4.52147914538392e-05",29
"4.52160461165189e-05",6
"4.53550137330762e-05",12
"4.53698918758016e-05",9
"4.54709272364118e-05",4
"4.5489132232772e-05",15
"4.55567029095548e-05",6
"4.55638090359191e-05",6
"4.5566025170472e-05",5
"4.56037942356804e-05",13
"4.56680530380465e-05",6
"4.56746140495113e-05",6
"4.58823976136934e-05",1
"4.59231832401406e-05",8
"4.59742938020084e-05",9
"4.59773074401398e-05",15
"4.60322967084662e-05",8
"4.60607797578227e-05",22
"4.60667507217959e-05",9
"4.60832171565742e-05",1
"4.61066248633268e-05",30
"4.61780896509129e-05",17
"4.61783615090261e-05",4
"4.63666536563221e-05",1
"4.63847785680978e-05",2
"4.64097814943106e-05",22
"4.64764746044797e-05",15
"4.64983812751019e-05",4
"4.65674762731197e-05",3
"4.66277536867717e-05",3
"4.67248234969792e-05",23
"4.67952633341871e-05",4
"4.68675907852803e-05",11
"4.68968535889426e-05",11
"4.69135453936296e-05",3
"4.69137571607453e-05",2
"4.69371653749277e-05",6
"4.69450823014357e-05",9
"4.70297659688187e-05",3
"4.70586932631328e-05",7
"4.70682018244436e-05",6
"4.71401331853069e-05",3
"4.71550356525752e-05",5
"4.72057481002765e-05",5
"4.73287095121572e-05",1
"4.74645492555449e-05",6
"4.75568200615344e-05",5
"4.75689273757675e-05",2
"4.75830573331578e-05",12
"4.76162328663659e-05",3
"4.77164051246296e-05",2
"4.77438736306849e-05",3
"4.77507328699436e-05",4
"4.7753290037017e-05",8
"4.77667345636679e-05",20
"4.78163997377454e-05",8
"4.78929440844037e-05",8
"4.79919331361621e-05",6
"4.80407159197042e-05",25
"4.80696529270914e-05",8
"4.81021767197009e-05",13
"4.81363486974968e-05",1
"4.81590377492126e-05",2
"4.82460493377885e-05",8
"4.82777745966841e-05",7
"4.8286370367191e-05",15
"4.84372023985446e-05",2
"4.84427724767544e-05",9
"4.85193170167792e-05",7
"4.85703784784152e-05",7
"4.86197119665906e-05",3
"4.86896400618358e-05",15
"4.87359458865482e-05",5
"4.88391440687386e-05",4
"4.89352786140426e-05",2
"4.8989365986268e-05",4
"4.90467008973964e-05",1
"4.90610646718282e-05",21
"4.90642202540949e-05",7
"4.90711040297391e-05",8
"4.91348120835652e-05",5
"4.92429314261749e-05",6
"4.92581719307233e-05",1
"4.93999552107073e-05",34
"4.9400513540793e-05",8
"4.94045301047957e-05",1
"4.94536781526367e-05",4
"4.94726893695132e-05",15
"4.9571829581063e-05",1
"4.95740847780136e-05",9
"4.96245078902968e-05",9
"4.96276584329463e-05",4
"4.9655492035351e-05",15
"4.96686566968127e-05",2
"4.97962227905139e-05",3
"4.98196942233234e-05",7
"4.98268516903759e-05",8
"4.99618830128475e-05",5
"5.0026263788489e-05",18
"5.00725551323868e-05",4
"5.01014686586307e-05",4
"5.02291852592527e-05",8
"5.02348583418511e-05",2
"5.03137371665509e-05",6
"5.03256667724359e-05",5
"5.0349514154853e-05",4
"5.04896262289914e-05",5
"5.05188912971867e-05",4
"5.0523252484902e-05",6
"5.05732806837107e-05",6
"5.05750381841538e-05",5
"5.06288525392479e-05",12
"5.06500224603788e-05",5
"5.08666403855691e-05",21
"5.09001109950808e-05",6
"5.0902805519192e-05",6
"5.09689464987016e-05",11
"5.0988307322883e-05",5
"5.1002966442805e-05",9
"5.10466203843975e-05",7
"5.10651865789065e-05",2
"5.10740062350346e-05",2
"5.10846219569564e-05",2
"5.11562364198651e-05",3
"5.11786441753585e-05",21
"5.12109309039975e-05",8
"5.13105957611701e-05",3
"5.13973058466772e-05",28
"5.14560968835311e-05",4
"5.14945843329566e-05",11
"5.15747317863584e-05",5
"5.16459914290109e-05",2
"5.16836203004822e-05",11
"5.16921957190591e-05",1
"5.17210805272595e-05",2
"5.18955148159619e-05",1
"5.19029705108083e-05",2
"5.1950350857277e-05",16
"5.20093882478701e-05",9
"5.20316215782811e-05",7
"5.20754573376823e-05",10
"5.21315652933488e-05",5
"5.22073609010654e-05",8
"5.22796026185016e-05",3
"5.23102345644569e-05",2
"5.23106789344896e-05",3
"5.23814249953132e-05",7
"5.24141304817594e-05",5
"5.25420500594382e-05",2
"5.25626796122091e-05",2
"5.25654264341016e-05",4
"5.25761828890062e-05",1
"5.25950101176191e-05",9
"5.26932855580878e-05",25
"5.27258430530173e-05",2
"5.27383880617166e-05",10
"5.27687303731198e-05",7
"5.28845989812038e-05",20
"5.2912394391671e-05",2
"5.29525348255276e-05",2
"5.30706542715674e-05",4
"5.307690844033e-05",6
"5.31159709765482e-05",14
"5.3141007171545e-05",3
"5.32657719423337e-05",4
"5.32870497244298e-05",3
"5.33300998451743e-05",2
"5.33336766305622e-05",13
"5.33630195916169e-05",3
"5.35561712900727e-05",2
"5.35776339916539e-05",4
"5.36515226302122e-05",8
"5.36692623408872e-05",5
"5.36925648514341e-05",28
"5.37335470215261e-05",19
"5.37375763841264e-05",3
"5.37598835478215e-05",5
"5.37735043577063e-05",3
"5.37931558229509e-05",2
"5.3874437926065e-05",9
"5.38914693172288e-05",5
"5.39713354086004e-05",1
"5.39790893312406e-05",4
"5.40783595429778e-05",10
"5.41839891237956e-05",2
"5.42225537052263e-05",7
"5.4253222779365e-05",3
